#,moniker_name,domain,reliability_mean,reliability_label,bias_mean,bias_label
1741,Tech News Weekly,.pod.technewsweekly.adfontesmedia.com,39,Generally Reliable/Analysis OR Other Issues,0.666666667,Middle
1742,The Sarah Silverman Podcast,.pod.sarahsilvermanpod.adfontesmedia.com,23.11111,Unreliable; Problematic,-17.28205231,Strong Left
1743,MPR News with Angela Davis,.pod.mprnewsangela.adfontesmedia.com,41.833335,Reliable; Analysis/Fact Reporting,-1.583335,Middle
1744,Lisa Paige Made Me Do It,.pod.lisapaigemademe.adfontesmedia.com,28.066666,Mixed Reliability/Opinion OR Other Issues,7.969695455,Skews Right
1745,Evolution News,.evolutionnews.org,32.75000125,Generally Reliable/Analysis OR Other Issues,8.570175,Skews Right
1746,World Today,.pod.worldtodaypodcast.adfontesmedia.com,26.722225,Mixed Reliability/Opinion OR Other Issues,-0.11111,Middle
1747,Hell & High Water with John Heilemann,.pod.hellandhighwater.adfontesmedia.com,35.44444333,Generally Reliable/Analysis OR Other Issues,-13.69230846,Strong Left
1748,Gallup,.gallup.com,44.99999933,Reliable; Analysis/Fact Reporting,-0.844444667,Middle
1749,i24: Strictly Security,.tv.i24strictsecurity.adfontesmedia.com,39,Generally Reliable/Analysis OR Other Issues,6.814814444,Skews Right
1750,Fox News: One Nation w/ Brian Kilmeade,.tv.foxnewsonebriank.adfontesmedia.com,26.09523571,Mixed Reliability/Opinion OR Other Issues,19.23809571,Hyper-Partisan Right
1751,CFACT,.cfact.org,22.1999995,Unreliable; Problematic,20.23174448,Hyper-Partisan Right
1752,RealClearPolicy,.realclearpolicy.com,35.03518611,Generally Reliable/Analysis OR Other Issues,7.70037,Skews Right
1753,RealClearWorld,.realclearworld.com,37.62222267,Generally Reliable/Analysis OR Other Issues,1.177778,Middle
1754,BBC: Panorama,.tv.panorama.adfontesmedia.com,48.666668,Reliable; Fact Reporting,-7.583335,Skews Left
1755,The Gist,.pod.thegistpesca.adfontesmedia.com,33.666665,Generally Reliable/Analysis OR Other Issues,-10.466668,Skews Left
1756,Minnesota Today,.pod.minnesotatoday.adfontesmedia.com,43.333335,Reliable; Analysis/Fact Reporting,-5.714288571,Middle
1757,The First: I'm Right w/Jesse Kelly,.tv.imrightjessekelly.adfontesmedia.com,8.888888333,Unreliable; Misleading,24,Hyper-Partisan Right
1758,The L.A. Report,.pod.thelareport.adfontesmedia.com,47.55555333,Reliable; Analysis/Fact Reporting,0,Middle
1759,Victorville Daily Press,.vvdailypress.com,45.9791675,Reliable; Analysis/Fact Reporting,-2.350876842,Middle
1760,Victor Valley News Group - VVNG,.vvng.com,46.25,Reliable; Analysis/Fact Reporting,0.125,Middle
1761,The Black Wall Street Times,.theblackwallsttimes.com,25.70940026,Mixed Reliability/Opinion OR Other Issues,-8.904762063,Skews Left
1762,Bossip,.bossip.com,28.9247329,Mixed Reliability/Opinion OR Other Issues,-8.735293824,Skews Left
1763,Motherly,.mother.ly,38.533334,Generally Reliable/Analysis OR Other Issues,-8.013887917,Skews Left
1764,Children's Health Defense,.childrenshealthdefense.org,15.15517276,Unreliable; Misleading,9.985294118,Skews Right
1765,Getting Hammered,.pod.gettinghammered.adfontesmedia.com,31.77777667,Mixed Reliability/Opinion OR Other Issues,9.88889,Skews Right
1766,12 News Now - Beaumont,.12newsnow.com,46.66666563,Reliable; Analysis/Fact Reporting,-0.625000625,Middle
1767,Legit Politic,.legitpolitic.com,27.92380857,Mixed Reliability/Opinion OR Other Issues,10.1071425,Skews Right
1768,The Education Exchange,.pod.educationexchange.adfontesmedia.com,36.55555667,Generally Reliable/Analysis OR Other Issues,7.77778,Skews Right
1769,Earth Island,.earthisland.org,39.65151545,Generally Reliable/Analysis OR Other Issues,-11.19806652,Skews Left
1770,Newport Buzz,.thenewportbuzz.com,39.24074056,Generally Reliable/Analysis OR Other Issues,-5.232322121,Middle
1771,Minnesota Now,.pod.minnesotanow.adfontesmedia.com,45.11111,Reliable; Analysis/Fact Reporting,0.222223333,Middle
1772,American Civil Liberties Union,.aclu.org,37.29473789,Generally Reliable/Analysis OR Other Issues,-14.55238143,Strong Left
1773,Prison Legal News,.prisonlegalnews.org,47.26666667,Reliable; Analysis/Fact Reporting,-10.05185378,Skews Left
1774,The Columbian,.columbian.com,45.15686235,Reliable; Analysis/Fact Reporting,-0.431372941,Middle
1775,Environmental Health News,.ehn.org,35.99394,Generally Reliable/Analysis OR Other Issues,-14.12655424,Strong Left
1776,Arms Control Wonk Podcast,.pod.armscontrolwonk.adfontesmedia.com,31.55555333,Mixed Reliability/Opinion OR Other Issues,-13.11111,Strong Left
1777,Uncommon Ground with Van Jones,.pod.uncommongroundvanj.adfontesmedia.com,34.11111333,Generally Reliable/Analysis OR Other Issues,-12.59259111,Strong Left
1778,WSFA 12 News,.wsfa.com,44.86904786,Reliable; Analysis/Fact Reporting,-0.119047857,Middle
1779,Golf Digest,.golfdigest.com,39.42156882,Generally Reliable/Analysis OR Other Issues,0.215685882,Middle
1780,Bloomberg: What Goes Up,.pod.whatgoesup.adfontesmedia.com,40.66667,Reliable; Analysis/Fact Reporting,1,Middle
1781,Chopper's Politics,.pod.chopperspolitics.adfontesmedia.com,35.11111333,Generally Reliable/Analysis OR Other Issues,1.333336667,Middle
1782,Pennsylvania Capital-Star,.penncapital-star.com,43.66666733,Reliable; Analysis/Fact Reporting,-6.333333333,Skews Left
1783,History,.history.com,43.74509765,Reliable; Analysis/Fact Reporting,-2.066666,Middle
1784,NBC 7 San Diego,.nbcsandiego.com,46.24074056,Reliable; Analysis/Fact Reporting,-0.222222222,Middle
1785,Live 5 News WCSC,.live5news.com,45.85416688,Reliable; Analysis/Fact Reporting,-0.35416625,Middle
1786,The Breakdown with James Lankford,.pod.breakdownjamesl.adfontesmedia.com,33.66666667,Generally Reliable/Analysis OR Other Issues,9.629631111,Skews Right
1787,Offline with Jon Favreau,.pod.offlinejonfavreau.adfontesmedia.com,32.00000333,Generally Reliable/Analysis OR Other Issues,-14.03703556,Strong Left
1788,The Spun,.thespun.com,39.01754526,Generally Reliable/Analysis OR Other Issues,-0.105263158,Middle
1789,Too Fab,.toofab.com,37.21754289,Generally Reliable/Analysis OR Other Issues,-6.124999583,Skews Left
1790,The John Fugelsang Podcast,.pod.sanitycastjon.adfontesmedia.com,22.666666,Unreliable; Problematic,-21.1666675,Hyper-Partisan Left
1791,Civics 101,.pod.civics101.adfontesmedia.com,43,Reliable; Analysis/Fact Reporting,-1.88889,Middle
1792,Good Faith,.pod.goodfaith.adfontesmedia.com,37.44444333,Generally Reliable/Analysis OR Other Issues,3.333333333,Middle
1793,Pro Politics with Zac McCrary,.pod.propoliticszac.adfontesmedia.com,40.11111333,Reliable; Analysis/Fact Reporting,-4.444445,Middle
1794,News 8 WROC Rochester,.rochesterfirst.com,41.62280658,Reliable; Analysis/Fact Reporting,-1.536585366,Middle
1795,Study Finds,.studyfinds.org,44.35555533,Reliable; Analysis/Fact Reporting,0,Middle
1796,WION,.wionews.com,32.34374893,Generally Reliable/Analysis OR Other Issues,-0.814393636,Middle
1797,The Current Podcast,.pod.thecurrentpodcast.adfontesmedia.com,39.44444333,Generally Reliable/Analysis OR Other Issues,-5.611108333,Middle
1798,Lex Fridman Podcast,.pod.lexfridmanpodcast.adfontesmedia.com,27.28260696,Mixed Reliability/Opinion OR Other Issues,-3.517008163,Middle
1799,The Denison Forum Podcast,.pod.denisonforumpod.adfontesmedia.com,35.2500025,Generally Reliable/Analysis OR Other Issues,11.38461538,Skews Right
1800,StrategicCFO360,.strategiccfo360.com,38.39999933,Generally Reliable/Analysis OR Other Issues,-0.022222,Middle
1801,Supply Chain Brain,.supplychainbrain.com,39.822222,Generally Reliable/Analysis OR Other Issues,0.355555333,Middle
1802,Supply Chain Dive,.supplychaindive.com,42.6,Reliable; Analysis/Fact Reporting,-0.511110667,Middle
1803,Water Online,.wateronline.com,40.50000063,Reliable; Analysis/Fact Reporting,-0.5,Middle
1804,Smart Water Magazine,.smartwatermagazine.com,40.333334,Reliable; Analysis/Fact Reporting,-4.428570952,Middle
1805,RealClearMarkets,.realclearmarkets.com,29.79047486,Mixed Reliability/Opinion OR Other Issues,9.283783514,Skews Right
1806,QSR Magazine,.qsrmagazine.com,40.0625,Reliable; Analysis/Fact Reporting,0.10416625,Middle
1807,Physicians Practice,.physicianspractice.com,39.80392118,Generally Reliable/Analysis OR Other Issues,0.078431176,Middle
1808,Power Magazine,.powermag.com,44.02083313,Reliable; Analysis/Fact Reporting,-1.894736316,Middle
1809,Pharmaphorum,.pharmaphorum.com,41.55555667,Reliable; Analysis/Fact Reporting,-0.111111333,Middle
1810,Medical Economics,.medicaleconomics.com,39.666668,Generally Reliable/Analysis OR Other Issues,-0.044444667,Middle
1811,MedCity News,.medcitynews.com,41.44871769,Reliable; Analysis/Fact Reporting,-1.195402759,Middle
1812,Industry Today,.industrytoday.com,37.9375,Generally Reliable/Analysis OR Other Issues,0.145833125,Middle
1813,Inc.,.inc.com,37.92948731,Generally Reliable/Analysis OR Other Issues,-2.344827931,Middle
1814,Human Resource Executive,.hrexecutive.com,41.38888833,Reliable; Analysis/Fact Reporting,-0.259259444,Middle
1815,Fierce Healthcare,.fiercehealthcare.com,45.12222333,Reliable; Analysis/Fact Reporting,-4.805555833,Middle
1816,K-12 Dive,.k12dive.com,41.26666667,Reliable; Analysis/Fact Reporting,-3.507935238,Middle
1817,Fierce Education,.fierceeducation.com,38.68254,Generally Reliable/Analysis OR Other Issues,-0.571428571,Middle
1818,The Daily CPA,.thedailycpa.com,35.977778,Generally Reliable/Analysis OR Other Issues,0.066666667,Middle
1819,United Nations Human Rights,.ohchr.org,43.92592611,Reliable; Analysis/Fact Reporting,-0.574074444,Middle
1820,Fox News: Jesse Watters Primetime,.tv.foxnewswattersprimetime.adfontesmedia.com,18.21739,Unreliable; Problematic,23.20512923,Hyper-Partisan Right
1821,"The Breakdown, With NLW",.pod.thebreakdownwithnlw.adfontesmedia.com,41.77778,Reliable; Analysis/Fact Reporting,0.666666667,Middle
1822,NBC New York WNBC,.nbcnewyork.com,46.25925944,Reliable; Analysis/Fact Reporting,-1.682540952,Middle
1823,Construction Business Owner,.constructionbusinessowner.com,39.01960824,Generally Reliable/Analysis OR Other Issues,0.098039412,Middle
1824,Commercial Appeal,.commercialappeal.com,42.93333267,Reliable; Analysis/Fact Reporting,-2.25926,Middle
1825,Colorado Politics,.coloradopolitics.com,44.51111133,Reliable; Analysis/Fact Reporting,-3.063491429,Middle
1826,Collegiate Parent,.collegiateparent.com,37,Generally Reliable/Analysis OR Other Issues,-0.291666875,Middle
1827,Chief Executive,.chiefexecutive.net,36.16049296,Generally Reliable/Analysis OR Other Issues,-0.197530741,Middle
1828,Acton Line,.pod.actonline.adfontesmedia.com,35.55555333,Generally Reliable/Analysis OR Other Issues,5.999996667,Middle
1829,Markets Daily Crypto Roundup,.pod.marketsdailycryptoroundup.adfontesmedia.com,43.55555333,Reliable; Analysis/Fact Reporting,-0.222223333,Middle
1830,ACHR News,.achrnews.com,39.60606091,Generally Reliable/Analysis OR Other Issues,-0.257575909,Middle
1831,CBC: The Fifth Estate,.tv.thefifthestate.adfontesmedia.com,49,Reliable; Fact Reporting,-0.88889,Middle
1832,NBC News NOW: Hallie Jackson NOW,.tv.halliejacksonnow.adfontesmedia.com,44,Reliable; Analysis/Fact Reporting,-6.888886667,Skews Left
1833,MARCA,.marca.com,37.1746019,Generally Reliable/Analysis OR Other Issues,0,Middle
1834,Techdirt,.techdirt.com,28.21874969,Mixed Reliability/Opinion OR Other Issues,-11.49122737,Skews Left
1835,i24NEWS,.i24news.tv,44.1458325,Reliable; Analysis/Fact Reporting,-0.270833125,Middle
1836,Route Fifty,.route-fifty.com,44.31372529,Reliable; Analysis/Fact Reporting,-5.771428,Middle
1837,Free Press,.freepress.net,36.11111048,Generally Reliable/Analysis OR Other Issues,-13.2311108,Strong Left
1838,KRCR News Channel 7,.krcrtv.com,45.90625,Reliable; Analysis/Fact Reporting,0,Middle
1839,Unchained Podcast,.pod.unchainedpodcast.adfontesmedia.com,40.55555667,Reliable; Analysis/Fact Reporting,0,Middle
1840,Automotive News,.autonews.com,40.32456158,Reliable; Analysis/Fact Reporting,-2.462120909,Middle
1841,Kiplinger,.kiplinger.com,36.47685194,Generally Reliable/Analysis OR Other Issues,0.319444722,Middle
1842,MSNBC: The 11th Hour With Stephanie Ruhle,.tv.the11thhourwithstephanieruhle.adfontesmedia.com,34.933336,Generally Reliable/Analysis OR Other Issues,-16.42857286,Strong Left
1843,WETM 18 News | MyTwinTiers.com,.mytwintiers.com,45.03921471,Reliable; Analysis/Fact Reporting,-0.45098,Middle
1844,Kasich & Klepper,.pod.kasich&klepper.adfontesmedia.com,40.55555667,Reliable; Analysis/Fact Reporting,-1.444446667,Middle
1845,Health Ranger Report,.pod.healthrangerreport.adfontesmedia.com,6.533336,Unreliable; Inaccurate,30.1666675,Most Extreme Right
1846,Capital UK,.capitalfm.com,34.79674707,Generally Reliable/Analysis OR Other Issues,-3.9366672,Middle
1847,NBC News NOW: Morning News NOW,.tv.morningnewsnow.adfontesmedia.com,46.77777667,Reliable; Analysis/Fact Reporting,-6.944446667,Skews Left
1848,National Catholic Reporter,.ncronline.org,40.4833335,Reliable; Analysis/Fact Reporting,-7.75,Skews Left
1849,Real Progressives,.realprogressives.org,26.82183931,Mixed Reliability/Opinion OR Other Issues,-25.15839199,Hyper-Partisan Left
1850,Psychology Today,.psychologytoday.com,40.44444476,Reliable; Analysis/Fact Reporting,-0.460317619,Middle
1851,CBS Las Vegas 8 News Now KLAS,.8newsnow.com,45.5833325,Reliable; Analysis/Fact Reporting,-0.069444583,Middle
1852,New Lines Magazine,.newlinesmag.com,43.60937438,Reliable; Analysis/Fact Reporting,-8.453846923,Skews Left
1853,The Nevada Independent,.thenevadaindependent.com,44.5862069,Reliable; Analysis/Fact Reporting,-3.447368158,Middle
1854,Healthcare Finance News,.healthcarefinancenews.com,45.955556,Reliable; Analysis/Fact Reporting,-0.911110667,Middle
1855,Arizona Agenda,.arizonaagenda.com,33.8333335,Generally Reliable/Analysis OR Other Issues,-8.626666,Skews Left
1856,Becker News,.beckernews.com,18.77527973,Unreliable; Problematic,18.54414432,Hyper-Partisan Right
1857,Mayo Clinic,.mayoclinic.org,46.19999929,Reliable; Analysis/Fact Reporting,-0.042857143,Middle
1858,Georgetown University,.georgetown.edu,44.17777867,Reliable; Analysis/Fact Reporting,-2.022222667,Middle
1859,The United West,.theunitedwest.org,17.89687375,Unreliable; Problematic,23.15238071,Hyper-Partisan Right
1860,Spectrum News NY1,.ny1.com,42.59259222,Reliable; Analysis/Fact Reporting,-1.617283704,Middle
1861,Ballotpedia,.ballotpedia.org,47.68888933,Reliable; Analysis/Fact Reporting,-0.155555333,Middle
1862,Lost Debate,.pod.lostdebate.adfontesmedia.com,36.22222,Generally Reliable/Analysis OR Other Issues,2.11111,Middle
1863,Full Send Podcast,.pod.fullsendpodcast.adfontesmedia.com,17.16666857,Unreliable; Problematic,19.23611167,Hyper-Partisan Right
1864,CatholicVote Education Podcast,.pod.edifypodcast.adfontesmedia.com,33.33333667,Generally Reliable/Analysis OR Other Issues,10.55555667,Skews Right
1865,The Osterholm Update: COVID-19,.pod.osterholmupdate.adfontesmedia.com,44.33333667,Reliable; Analysis/Fact Reporting,-1.11111,Middle
1866,Waiting on Reparations,.pod.waitingonreparations.adfontesmedia.com,31.66666667,Mixed Reliability/Opinion OR Other Issues,-14.43589462,Strong Left
1867,Conservative Daily Podcast,.pod.conservativedailypodcast.adfontesmedia.com,9.583335,Unreliable; Misleading,26.44444333,Hyper-Partisan Right
1868,The Daily Article,.pod.thedailyarticle.adfontesmedia.com,36.11111,Generally Reliable/Analysis OR Other Issues,8.444441667,Skews Right
1869,Hardly Working Podcast,.pod.aeihardlyworking.adfontesmedia.com,38.55555667,Generally Reliable/Analysis OR Other Issues,7.370367778,Skews Right
1870,Let's Find Common Ground,.pod.letsfindcommonground.adfontesmedia.com,39.4166675,Generally Reliable/Analysis OR Other Issues,0,Middle
1871,Newsbug.info,.newsbug.info,45.04444467,Reliable; Analysis/Fact Reporting,0.333333333,Middle
1872,ABC Action News Tampa Bay WFTS,.abcactionnews.com,44.71025692,Reliable; Analysis/Fact Reporting,-0.128205385,Middle
1873,Health Desk,.health-desk.org,44.94222333,Reliable; Analysis/Fact Reporting,-0.124444,Middle
1874,Andrew Yang Podcast,.pod.forwardwithandrewyang.adfontesmedia.com,32.88889,Generally Reliable/Analysis OR Other Issues,-11.11111,Skews Left
1875,The Press - Brentwood,.thepress.net,40.35555667,Reliable; Analysis/Fact Reporting,3.583333333,Middle
1876,Apple TV: The Problem With Jon Stewart,.tv.theproblemwithjonstewart.adfontesmedia.com,28.61111167,Mixed Reliability/Opinion OR Other Issues,-16.3333325,Strong Left
1877,Morning Announcements,.pod.morningannouncements.adfontesmedia.com,39.11111,Generally Reliable/Analysis OR Other Issues,-7.555555556,Skews Left
1878,Opening Arguments,.pod.openingarguments.adfontesmedia.com,32.6666675,Generally Reliable/Analysis OR Other Issues,-14.47058765,Strong Left
1879,Manhattan Institute,.manhattan.institute,37.96666733,Generally Reliable/Analysis OR Other Issues,7.804041515,Skews Right
1880,Social Media Today,.socialmediatoday.com,42.34386053,Reliable; Analysis/Fact Reporting,-0.122807368,Middle
1881,Skullduggery,.pod.skullduggery.adfontesmedia.com,35.88889,Generally Reliable/Analysis OR Other Issues,-8.03704,Skews Left
1882,Very Serious with Josh Barro Podcast,.pod.veryseriouswithjoshbarro.adfontesmedia.com,39.44444667,Generally Reliable/Analysis OR Other Issues,-7.499998333,Skews Left
1883,School of War,.pod.schoolofwar.adfontesmedia.com,39.666665,Generally Reliable/Analysis OR Other Issues,5.809521429,Middle
1884,The Monica Crowley Podcast,.pod.themonicacrowleypodcast.adfontesmedia.com,13.66666667,Unreliable; Misleading,23.66666667,Hyper-Partisan Right
1885,War on the Rocks Podcast,.pod.warontherocks.adfontesmedia.com,42.88889,Reliable; Analysis/Fact Reporting,0,Middle
1886,Channel 4: Unreported World,.tv.unreportedworld.adfontesmedia.com,48.3333325,Reliable; Fact Reporting,-8,Skews Left
1887,The Mary Trump Show,.pod.themarytrumpshow.adfontesmedia.com,20.33333167,Unreliable; Problematic,-20.25,Hyper-Partisan Left
1888,The Lance Wallnau Show,.pod.thelancewallnaushow.adfontesmedia.com,12.933334,Unreliable; Misleading,27.2499975,Hyper-Partisan Right
1889,Letters from an American by Heather Cox Richardson,.heathercoxrichardson.substack.com,36.07246261,Generally Reliable/Analysis OR Other Issues,-13.49999957,Strong Left
1890,Plain English with Derek Thompson,.pod.plainenglish.adfontesmedia.com,38.11111,Generally Reliable/Analysis OR Other Issues,-9.388886667,Skews Left
1891,The Bakari Sellers Podcast,.pod.thebakarisellerspodcast.adfontesmedia.com,34.44444333,Generally Reliable/Analysis OR Other Issues,-15.916665,Strong Left
1892,Uncommon Knowledge with Peter Robinson,.pod.uncommonknowledgewithpeterrobinson.adfontesmedia.com,36.5,Generally Reliable/Analysis OR Other Issues,10.666664,Skews Right
1893,China Daily,.chinadaily.com.cn,29.9199996,Mixed Reliability/Opinion OR Other Issues,8.136363636,Skews Right
1894,The Mel K Show,.pod.themelkshow.adfontesmedia.com,10.25926111,Unreliable; Misleading,28.00000167,Hyper-Partisan Right
1895,Richard Syrett's Strange Planet,.pod.richardsyrettsstrangeplanet.adfontesmedia.com,9.166669615,Unreliable; Misleading,23.58333125,Hyper-Partisan Right
1896,The Benny Show,.pod.thebennyshow.adfontesmedia.com,13.56410231,Unreliable; Misleading,20.44444333,Hyper-Partisan Right
1897,PEOPLE Every Day,.pod.peopleeveryday.adfontesmedia.com,36.11111,Generally Reliable/Analysis OR Other Issues,-8.148146667,Skews Left
1898,"Girl and The Gov, The Podcast",.pod.girlandthegov.adfontesmedia.com,24.33333167,Mixed Reliability/Opinion OR Other Issues,-20.4166675,Hyper-Partisan Left
1899,The Newsmax Daily with Rob Carson,.pod.newsmaxdailywithrobcarson.adfontesmedia.com,8.571427143,Unreliable; Misleading,24.666664,Hyper-Partisan Right
1900,The Center for Public Integrity,.publicintegrity.org,41.61666625,Reliable; Analysis/Fact Reporting,-7.937838108,Skews Left
1901,High Snobiety,.highsnobiety.com,37.82291688,Generally Reliable/Analysis OR Other Issues,-1.622807895,Middle
1902,Verywell Mind,.verywellmind.com,41.74074111,Reliable; Analysis/Fact Reporting,-3.603174762,Middle
1903,PBS: Frontline,.tv.frontline.adfontesmedia.com,48.083335,Reliable; Fact Reporting,-9.966667,Skews Left
1904,CBS: The Uplift,.tv.theuplift.adfontesmedia.com,41.77778,Reliable; Analysis/Fact Reporting,0.333333333,Middle
1905,Heartland Signal,.heartlandsignal.com,39.622222,Generally Reliable/Analysis OR Other Issues,-9.451851556,Skews Left
1906,The Redneck Intellectual,.theredneckintellectual.com,22.26881806,Unreliable; Problematic,23.696971,Hyper-Partisan Right
1907,CBS Local 12 Cincinnati WKRC,.local12.com,43.73563172,Reliable; Analysis/Fact Reporting,1.322916875,Middle
1908,BASED Politics,.based-politics.com,26.52424182,Mixed Reliability/Opinion OR Other Issues,15.78596579,Strong Right
1909,Crain's Chicago Business,.chicagobusiness.com,44.433332,Reliable; Analysis/Fact Reporting,-0.711111333,Middle
1910,The Weather Channel: Weather Unfiltered,.tv.weatherunfiltered.adfontesmedia.com,47,Reliable; Analysis/Fact Reporting,0,Middle
1911,Compact Magazine,.compactmag.com,26.92753739,Mixed Reliability/Opinion OR Other Issues,10.30980275,Skews Right
1912,The Reactionary from Techno Fog,.technofog.substack.com,16.60000055,Unreliable; Problematic,20.41379356,Hyper-Partisan Right
1913,Alpha News,.alphanews.org,33.79798061,Generally Reliable/Analysis OR Other Issues,10.51075129,Skews Right
1914,Sharon Says So,.pod.sharonsaysso.adfontesmedia.com,38.44444333,Generally Reliable/Analysis OR Other Issues,-5.333335,Middle
1915,Racket News | Matt Taibbi,.racket.news,25.58333295,Mixed Reliability/Opinion OR Other Issues,10.08888787,Skews Right
1916,The Weather Channel: Storm Center,.tv.stormcenter.adfontesmedia.com,48.11111,Reliable; Fact Reporting,0,Middle
1917,Are You Kidding Me Podcast,.pod.areyoukiddingme.adfontesmedia.com,37.66666667,Generally Reliable/Analysis OR Other Issues,10.88888833,Skews Right
1918,Valley News - Vermont & New Hampshire,.vnews.com,42.66176441,Reliable; Analysis/Fact Reporting,-0.524509412,Middle
1919,Retail Dive,.retaildive.com,43.48888933,Reliable; Analysis/Fact Reporting,0.466666667,Middle
1920,The David J. Harris Jr Show,.pod.thedavidjharrisjrshow.adfontesmedia.com,6.777778571,Unreliable; Inaccurate,27.52380857,Hyper-Partisan Right
1921,Quick Start Podcast,.pod.thequickstartpodcast.adfontesmedia.com,24.28571571,Mixed Reliability/Opinion OR Other Issues,18.5,Hyper-Partisan Right
1922,AEI Banter Podcast,.pod.aeibanter.adfontesmedia.com,38.66666667,Generally Reliable/Analysis OR Other Issues,9.777776667,Skews Right
1923,KUNR,.kunr.org,45.74509824,Reliable; Analysis/Fact Reporting,-3.3500005,Middle
1924,The Downballot,.pod.thedownballotadfontesmedia.com,34.00000333,Generally Reliable/Analysis OR Other Issues,-14.44444333,Strong Left
1925,Manhattan Contrarian,.manhattancontrarian.com,25.64367793,Mixed Reliability/Opinion OR Other Issues,16.93415741,Strong Right
1926,American Family News,.afn.net,26.88372023,Mixed Reliability/Opinion OR Other Issues,15.56382979,Strong Right
1927,Capital Research Center,.capitalresearch.org,20.22857057,Unreliable; Problematic,19.26086957,Hyper-Partisan Right
1928,Texas Standard,.texasstandard.org,39.87017579,Generally Reliable/Analysis OR Other Issues,-7.053335,Skews Left
1929,Texas Scorecard,.texasscorecard.com,23.45238179,Unreliable; Problematic,17.29951754,Strong Right
1930,Big Think,.bigthink.com,42.6190481,Reliable; Analysis/Fact Reporting,-1.63888875,Middle
1931,American Psychological Association,.apa.org,38.688888,Generally Reliable/Analysis OR Other Issues,-6.716048519,Skews Left
1932,Red Scare Podcast,.pod.redscarepodcast.adfontesmedia.com,18.25,Unreliable; Problematic,11.11111167,Skews Right
1933,Gingrich 360,.gingrich360.com,32.40000067,Generally Reliable/Analysis OR Other Issues,15.5617287,Strong Right
1934,The John Batchelor Show,.pod.thejohnbatchelorshow.adfontesmedia.com,38.55555333,Generally Reliable/Analysis OR Other Issues,0.444443333,Middle
1935,Now & Then,.pod.nowandthen.adfontesmedia.com,35.9166675,Generally Reliable/Analysis OR Other Issues,-10.5,Skews Left
1936,Desert Sun,.desertsun.com,43.10526316,Reliable; Analysis/Fact Reporting,-4.880951786,Middle
1937,M-A Chronicle,.machronicle.com,40.47916625,Reliable; Analysis/Fact Reporting,-5.6399992,Middle
1938,The District: Thunderdome,.pod.thedistrict.adfontesmedia.com,30.16667,Mixed Reliability/Opinion OR Other Issues,19.21568647,Hyper-Partisan Right
1939,Adweek,.adweek.com,41.28735655,Reliable; Analysis/Fact Reporting,-1.645832813,Middle
1940,Sekulow,.tv.sekulow.adfontesmedia.com,26.94444667,Mixed Reliability/Opinion OR Other Issues,17.25,Strong Right
1941,Prison Policy Initiative,.prisonpolicy.org,42.05555533,Reliable; Analysis/Fact Reporting,-13.77358509,Strong Left
1942,The 74,.the74million.org,43.844444,Reliable; Analysis/Fact Reporting,-3.148147222,Middle
1943,CBS News: Here Comes the Sun,.tv.herecomesthesun.adfontesmedia.com,43.66666667,Reliable; Analysis/Fact Reporting,-4.444441667,Middle
1944,VERIFY This,.verifythis.com,46.413332,Reliable; Analysis/Fact Reporting,-1.8809525,Middle
1945,Jonathan Turley,.jonathanturley.org,34.31111133,Generally Reliable/Analysis OR Other Issues,10.49019529,Skews Right
1946,The Patriot Brief,.thepatriotbrief.com,22.18918919,Unreliable; Problematic,18.04597632,Hyper-Partisan Right
1947,The Jim Wallis Podcast,.pod.jimwallispodcast.adfontesmedia.com,31.88889,Mixed Reliability/Opinion OR Other Issues,-17.933336,Strong Left
1948,Pitchfork,.pitchfork.com,42.09259389,Reliable; Analysis/Fact Reporting,-6.135802222,Skews Left
1949,Grunge,.grunge.com,41.355556,Reliable; Analysis/Fact Reporting,-1.814813889,Middle
1950,Strict Scrutiny,.pod.strictscrutiny.adfontesmedia.com,33.44444333,Generally Reliable/Analysis OR Other Issues,-15.25,Strong Left
1951,The Unspeakable with Megan Daum,.pod.theunspeakablewithmegandaum.adfontesmedia.com,33.11111333,Generally Reliable/Analysis OR Other Issues,-10.166665,Skews Left
1952,Brian Lehrer: A Daily Politics Podcast,.pod.brianlehreradailypoliticspodcast.adfontesmedia.com,31.11111,Mixed Reliability/Opinion OR Other Issues,-13.66666667,Strong Left
1953,Teslarati,.teslarati.com,41.31372588,Reliable; Analysis/Fact Reporting,-1.4,Middle
1954,Grazia Magazine,.graziamagazine.com,36.422222,Generally Reliable/Analysis OR Other Issues,-6.882540476,Skews Left
1955,CBS 47 WJAX | FOX 30 WFOX | Action News Jax,.actionnewsjax.com,45.29122789,Reliable; Analysis/Fact Reporting,-0.22807,Middle
1956,CBS Portland KOIN 6,.koin.com,44.5217387,Reliable; Analysis/Fact Reporting,-0.304347826,Middle
1957,Hagmann Report,.pod.hagmannreport.adfontesmedia.com,6.962963333,Unreliable; Inaccurate,28.5833325,Hyper-Partisan Right
1958,GZERO World with Ian Bremmer,.pod.gzeroworld.adfontesmedia.com,38.66666667,Generally Reliable/Analysis OR Other Issues,-6.555558333,Skews Left
1959,NPR: It's Been a Minute,.pod.itsbeenaminute.adfontesmedia.com,35.33333333,Generally Reliable/Analysis OR Other Issues,-9.777776667,Skews Left
